Country,Year,Total - all NACE activities,"Agriculture, forestry and fishing",Mining and quarrying,Manufacturing,"Electricity, gas, steam and air conditioning supply","Water supply; sewerage, waste management and remediation activities",Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,"Professional, scientific and technical activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,"Arts, entertainment and recreation",Other service activities,Activities of households as employers,Activities of extraterritorial organisations and bodies,GHG
Italy,2011,1768895.17,778218.35,24938.22,75044.23,231981.73,654206.91,224.73,1304.76,2246.68,94.91,16.6,30.89,26.34,70.9,52.52,149.91,71.33,156.71,28.56,30.89,0.0,0.0,CH4
Cyprus,2011,34475.97,13718.66,1.68,1210.17,144.3,19252.4,8.58,12.02,44.2,66.15,0.75,0.96,0.19,1.41,2.2,7.38,0.73,0.61,0.64,1.25,1.7,0.0,CH4
Latvia,2011,60066.89,34992.16,2.25,1031.49,2615.19,19977.2,22.86,156.99,283.76,17.52,2.16,1.18,135.67,10.66,13.38,463.41,115.63,200.25,4.18,20.96,0.0,0.0,CH4
Lithuania,2011,133347.24,76440.34,127.43,275.45,7651.6,48106.02,20.12,76.78,384.02,16.18,12.78,9.09,7.5,23.93,20.96,40.03,66.94,42.98,9.87,14.14,1.07,0.0,CH4
Luxembourg,2011,22551.77,17086.76,0.05,85.19,1928.0,3402.22,8.3,6.6,5.56,2.7,2.51,10.33,1.2,1.15,1.15,2.1,2.2,2.9,2.1,0.76,0.0,0.0,CH4
Hungary,2011,321059.56,92534.09,18886.45,2632.17,51860.69,154039.71,22.55,177.1,252.32,21.89,70.59,60.4,116.97,72.31,56.31,114.34,55.66,50.1,14.52,21.39,0.0,0.0,CH4
Malta,2011,5812.38,1671.23,0.2,2.58,75.51,4029.58,2.63,4.88,17.23,1.79,0.35,0.02,0.58,1.21,0.56,0.88,0.16,1.63,0.2,1.15,0.0,0.0,CH4
Netherlands,2011,723270.95,502075.43,33293.77,16094.41,3906.4,158401.29,139.9,944.93,848.23,452.75,106.17,150.38,175.86,169.94,196.55,4866.22,286.17,691.73,248.96,221.86,0.0,0.0,CH4
Austria,2011,264238.79,179392.12,5871.08,3382.47,6012.58,68999.92,38.17,70.5,230.29,139.51,5.05,3.95,3.73,12.98,14.1,25.21,6.78,15.89,2.95,11.51,0.0,0.0,CH4
Poland,2011,1506901.86,550513.34,727913.04,6540.38,448.54,212774.93,44.37,1303.68,4474.29,120.95,184.45,172.51,122.63,502.91,204.42,471.3,465.47,373.04,119.36,152.22,0.0,0.0,CH4
Portugal,2011,374396.8,171086.7,795.5,4174.9,2141.8,193773.4,72.7,101.1,493.3,3.8,5.7,13.3,2.1,6.5,13.8,1662.7,7.4,32.0,4.3,5.8,0.0,0.0,CH4
Romania,2011,992517.19,358612.37,257058.94,91435.21,60793.65,199271.68,267.41,234.62,24280.79,29.11,48.28,42.45,79.57,82.0,59.72,76.51,39.51,48.65,14.21,42.52,0.0,0.0,CH4
Slovenia,2011,78168.98,44595.02,12175.56,176.62,1738.15,19328.27,17.86,13.43,45.85,12.06,2.71,2.9,7.65,13.73,4.56,1.13,10.85,12.51,5.06,5.07,0.0,0.0,CH4
Slovakia,2011,155104.0,40156.7,18613.22,16902.91,13496.61,56846.1,28.97,9.56,6195.55,219.53,0.85,0.17,354.96,690.15,237.42,510.79,158.62,270.08,193.63,218.17,0.0,0.0,CH4
Finland,2011,194045.64,96368.9,17.1,966.52,1013.5,93813.08,71.79,14.12,1591.81,1.75,2.43,18.49,13.54,2.88,77.23,38.39,6.71,11.68,6.16,9.57,0.0,0.0,CH4
Sweden,2011,198693.39,132549.03,56.65,1895.48,3580.92,59886.91,80.39,75.81,275.46,6.24,12.4,4.93,35.07,31.74,20.0,56.37,15.23,89.38,12.0,9.37,0.0,0.0,CH4
Iceland,2011,25252.61,15095.27,0.28,125.25,142.43,9776.36,71.71,2.0,20.44,0.15,0.17,16.52,0.23,0.24,0.48,0.61,0.04,0.11,0.13,0.09,0.0,0.11,CH4
Norway,2011,177869.25,98722.55,18147.64,11138.71,1135.67,44524.31,63.09,67.02,3991.02,2.93,0.78,0.07,10.02,6.11,6.4,33.64,4.08,9.16,1.55,4.3,0.21,0.0,CH4
Switzerland,2011,187701.58,158507.35,2.11,623.61,3070.94,24110.94,69.74,192.67,116.28,94.46,24.06,45.77,14.03,67.87,59.49,239.66,7.73,100.27,324.03,30.58,0.0,0.0,CH4
Serbia,2011,293621.09,95001.17,87263.27,4562.74,5947.42,100352.19,19.59,119.12,39.71,16.48,17.19,40.81,4.92,31.83,35.75,49.9,43.56,53.95,8.75,12.75,0.0,0.0,CH4
Türkiye,2011,2105173.3,1117189.64,281631.29,27521.53,47676.12,586626.75,3125.97,600.42,40169.27,158.7,13.7,22.61,19.66,51.09,31.24,136.02,73.94,67.12,7.68,47.61,1.82,1.13,CH4
European Union - 27 countries (from 2020),2012,15094748.53,8372055.37,1573933.29,363444.63,612936.7,3953624.18,5363.91,10985.57,156136.29,6980.51,1543.31,1432.45,1840.51,3617.08,3373.49,12418.49,3823.98,6930.45,1773.01,2511.6,23.68,0.0,CH4
Belgium,2012,304155.32,214912.29,1793.4,3374.28,22140.3,60578.94,197.36,140.03,578.14,43.18,16.92,13.87,1.46,48.39,34.52,77.34,42.73,52.46,43.42,54.26,12.02,0.0,CH4
Bulgaria,2012,243185.1,63461.76,51734.25,9155.96,334.08,117083.19,29.27,180.84,672.0,88.25,9.54,9.34,43.0,23.11,106.05,48.25,102.38,62.8,12.56,28.47,0.0,0.0,CH4
Czechia,2012,520647.87,132331.28,182876.96,5021.54,25892.94,173283.8,159.76,105.0,780.61,15.58,10.14,5.98,26.02,20.43,28.05,26.48,19.99,29.33,6.28,7.69,0.0,0.0,CH4
Denmark,2012,308688.92,262031.11,7322.66,944.11,10204.08,26891.79,49.64,83.1,970.43,20.72,12.17,7.75,7.72,15.98,14.95,21.68,32.94,39.29,12.87,5.93,0.0,0.0,CH4
Germany,2012,2050240.1,1302918.49,165118.13,33393.47,124827.07,327437.54,1040.49,3659.52,78545.87,1166.28,642.33,617.12,208.93,1187.96,1450.55,1918.82,1428.24,3321.67,335.6,1022.0,0.05,0.0,CH4
Estonia,2012,44722.64,27607.2,23.27,214.98,1189.48,15293.8,39.52,61.69,148.1,7.92,1.38,0.91,10.06,10.49,9.04,80.09,9.98,8.02,2.44,4.28,0.01,0.0,CH4
Ireland,2012,538940.74,518969.4,1176.06,274.2,2178.08,15824.03,16.98,32.68,106.95,57.84,5.67,4.52,1.89,11.09,6.47,147.28,36.04,55.85,28.65,7.04,0.0,0.0,CH4
Greece,2012,421722.5,197217.0,54966.76,1763.38,3545.08,162800.9,16.46,100.94,1271.65,7.52,1.73,0.91,0.01,5.79,2.64,12.17,1.81,2.28,2.47,2.99,0.0,0.0,CH4
Spain,2012,1491439.0,863980.54,13025.33,83364.86,11363.0,504597.68,2620.7,1705.85,1518.19,4020.18,317.11,205.27,404.23,403.98,360.17,1015.85,474.4,1156.41,441.48,459.72,4.07,0.0,CH4
France,2012,2260507.13,1634080.54,3467.93,10999.43,26331.59,549883.01,148.75,618.26,32451.93,343.14,80.44,66.33,38.67,182.01,372.71,560.96,262.86,245.98,237.72,134.9,0.0,0.0,CH4
Croatia,2012,145336.6,65420.43,5849.5,257.33,2507.75,71015.13,14.72,39.12,120.17,5.55,9.29,9.32,19.5,16.51,11.64,4.63,9.92,10.64,2.87,8.3,4.26,0.0,CH4
Italy,2012,1762264.06,772400.78,25203.6,73738.02,228236.42,658243.66,212.0,1318.17,2241.71,95.16,15.98,31.97,25.76,63.14,51.24,111.59,69.86,146.56,26.58,31.87,0.0,0.0,CH4
Cyprus,2012,34091.55,13028.74,1.26,1086.71,137.27,19699.37,6.73,10.76,33.72,70.1,0.83,0.69,0.15,1.18,2.26,6.62,0.58,0.55,0.54,1.63,1.88,0.0,CH4
Latvia,2012,60265.5,35832.99,2.19,1026.86,3325.07,18211.04,23.77,190.77,274.65,23.96,2.73,1.93,168.83,30.06,31.46,669.55,249.28,141.34,7.0,52.01,0.0,0.0,CH4
Lithuania,2012,133695.39,75695.59,114.22,296.28,9975.8,46892.68,23.22,80.7,351.79,16.22,14.14,9.29,7.92,25.25,19.52,38.31,66.1,42.11,11.22,13.62,1.39,0.0,CH4
Luxembourg,2012,22438.48,16924.23,0.13,80.28,1971.4,3399.32,7.3,7.2,6.66,5.3,2.66,14.61,1.8,1.93,1.07,3.2,4.1,3.8,2.7,0.8,0.0,0.0,CH4
Hungary,2012,323362.76,95699.77,17629.52,2234.14,51396.0,155397.78,20.46,165.41,230.67,18.65,64.13,52.25,102.92,65.08,51.2,101.43,50.71,50.31,12.9,19.45,0.0,0.0,CH4
Malta,2012,5984.64,1700.68,0.23,2.81,80.11,4167.12,2.42,4.7,15.83,2.7,0.34,0.02,0.76,1.1,0.52,0.78,0.16,2.46,0.31,1.59,0.0,0.0,CH4
Netherlands,2012,705686.07,496707.28,31479.39,15922.7,3319.16,148833.25,147.43,883.87,856.63,479.27,97.97,149.29,154.19,170.01,199.26,4822.04,296.37,734.96,228.0,205.01,0.0,0.0,CH4
Austria,2012,259144.13,178530.57,6076.6,3418.15,6196.91,64406.21,40.42,54.17,217.19,94.67,4.19,2.13,3.25,10.9,12.73,43.16,3.68,16.7,2.63,9.88,0.0,0.0,CH4
Poland,2012,1486569.83,547799.25,730921.3,6137.03,453.23,193338.13,37.26,1153.89,4123.28,111.79,168.63,155.28,108.48,453.95,187.59,423.9,416.79,339.36,104.15,136.57,0.0,0.0,CH4
Portugal,2012,365013.4,169918.5,785.2,3890.9,2157.8,186008.9,52.4,76.2,469.3,3.5,5.2,11.6,1.6,5.8,11.5,1573.8,6.1,26.1,4.0,5.0,0.0,0.0,CH4
Romania,2012,997206.49,372168.44,245969.89,87725.93,59036.78,207717.13,268.13,219.07,23557.2,28.53,46.28,41.96,79.22,78.63,57.1,71.75,38.75,47.0,13.74,40.94,0.0,0.0,CH4
Slovenia,2012,76541.85,44168.48,11571.69,159.46,1654.76,18865.09,15.54,11.24,36.82,8.98,2.0,2.38,5.42,10.11,3.69,0.92,7.83,9.13,4.5,3.8,0.0,0.0,CH4
Slovakia,2012,149135.0,41150.06,16743.22,16116.61,9566.55,57747.98,28.29,9.72,4676.1,238.52,0.87,0.17,385.75,748.68,257.94,555.17,172.34,290.04,210.42,236.56,0.0,0.0,CH4
Finland,2012,191887.78,96310.25,19.36,937.75,984.7,91697.95,75.11,16.67,1664.35,2.72,3.0,13.53,11.01,2.61,74.89,34.91,6.41,13.4,8.75,10.42,0.0,0.0,CH4
Sweden,2012,191875.68,131089.72,61.25,1907.47,3931.3,54308.78,69.76,56.0,216.37,4.24,7.65,4.04,21.97,22.93,14.72,47.82,13.64,81.9,9.22,6.9,0.0,0.0,CH4
Iceland,2012,24110.8,14675.16,0.58,139.63,113.87,9066.26,75.38,2.11,21.24,0.19,0.18,14.11,0.22,0.25,0.52,0.62,0.04,0.11,0.14,0.1,0.0,0.1,CH4
Norway,2012,175569.73,99021.95,17124.59,10680.95,999.39,43121.88,69.63,61.19,4425.55,2.44,0.7,0.07,6.79,5.97,5.14,26.99,4.42,7.25,1.2,3.52,0.13,0.0,CH4
Switzerland,2012,186853.33,158807.76,2.05,656.56,2507.93,23428.01,65.15,204.11,108.86,100.73,24.04,45.36,14.8,73.58,55.85,243.07,8.25,104.09,369.35,33.78,0.0,0.0,CH4
Serbia,2012,292186.31,94202.91,87622.59,3170.76,6089.28,100776.81,22.88,75.46,32.86,9.24,11.12,28.83,2.84,20.08,24.81,28.95,24.22,30.1,5.07,7.49,0.0,0.0,CH4
Türkiye,2012,2249548.68,1255182.87,289583.49,28421.5,50352.33,579189.01,3177.87,585.94,42453.36,149.29,13.84,21.83,21.5,50.49,32.13,136.29,64.74,58.69,7.07,43.53,1.69,1.25,CH4
European Union - 27 countries (from 2020),2013,14802709.36,8380482.46,1501655.6,362607.25,597656.33,3754813.74,5609.86,10493.38,148494.98,4983.15,1400.15,1315.24,1634.23,3352.46,3173.5,10826.25,3370.53,6918.36,1605.55,2271.41,44.94,0.0,CH4
Belgium,2013,296668.95,213338.99,1856.62,3726.6,21926.89,54367.21,190.61,160.06,439.26,53.1,39.63,15.08,1.35,57.64,33.86,76.8,48.14,57.16,99.92,146.02,34.0,0.0,CH4
Bulgaria,2013,239621.35,64772.61,45261.91,13517.03,293.62,114692.2,26.22,118.47,613.89,51.49,6.99,6.75,24.92,16.1,62.77,29.2,65.88,36.45,8.05,16.81,0.0,0.0,CH4
Czechia,2013,494772.82,131064.09,150310.49,4883.65,24092.72,183303.87,126.05,96.54,719.33,14.7,8.2,5.12,25.72,17.18,28.28,20.65,16.63,26.5,6.15,6.95,0.0,0.0,CH4
Denmark,2013,305436.98,260960.21,6813.71,937.82,9467.25,26014.16,49.77,67.33,967.93,16.86,9.7,6.04,6.48,13.3,12.71,19.17,26.29,32.85,10.53,4.9,0.0,0.0,CH4
Germany,2013,2016737.58,1326498.09,143800.37,33512.54,121886.52,299208.73,1024.87,3793.17,73797.38,1296.49,656.09,621.44,214.33,1222.72,1497.01,1606.67,1192.11,3569.92,377.93,960.79,0.39,0.0,CH4
Estonia,2013,44547.24,29079.48,21.13,164.47,1172.18,13732.06,34.58,56.73,149.67,7.2,1.17,1.02,12.95,3.58,6.24,82.64,10.71,5.28,2.41,3.72,0.01,0.0,CH4
Ireland,2013,549635.26,523633.55,1162.19,289.48,2101.34,21862.6,7.76,36.39,91.1,53.31,7.6,3.07,1.99,12.5,8.14,200.81,54.19,68.25,33.12,7.87,0.0,0.0,CH4
Greece,2013,413502.24,193184.6,47136.28,1580.36,3192.04,167096.63,26.32,117.48,1128.46,9.58,3.13,0.82,0.02,6.06,2.93,9.6,1.71,1.85,2.43,1.94,0.0,0.0,CH4
Spain,2013,1441851.42,845439.92,13699.26,83657.05,11487.39,477732.73,3016.69,943.66,1216.59,1990.3,171.59,103.22,204.13,208.72,193.98,514.26,237.41,573.39,224.6,232.76,3.75,0.0,CH4
France,2013,2199117.29,1633056.48,3541.6,10583.34,25062.37,492184.53,134.92,578.02,31379.95,273.5,73.83,57.04,31.73,142.6,323.56,432.89,407.44,559.68,180.0,113.79,0.0,0.0,CH4
Croatia,2013,141489.47,62489.64,5553.44,246.69,2376.6,70524.57,15.29,39.4,133.56,5.43,9.07,9.03,18.84,16.08,11.65,4.77,9.8,10.44,2.89,8.19,4.1,0.0,CH4
Italy,2013,1706419.55,774238.4,24270.35,73914.82,222167.84,607195.11,212.09,1494.63,2174.67,107.81,19.28,44.8,33.98,65.97,58.72,135.29,72.68,148.45,28.25,36.41,0.0,0.0,CH4
Cyprus,2013,33593.19,12184.38,0.6,1079.36,109.2,20094.75,5.22,8.72,26.37,69.31,0.74,0.84,0.13,1.03,1.76,5.71,0.62,0.62,0.52,1.7,1.6,0.0,CH4
Latvia,2013,62128.5,37261.81,3.19,1134.88,4252.21,17599.48,20.39,248.67,264.74,29.16,2.52,1.5,222.46,36.76,25.41,678.54,129.05,165.89,9.38,42.45,0.0,0.0,CH4
Lithuania,2013,131224.42,74459.36,93.53,357.4,10052.98,45481.35,24.53,117.51,358.21,17.14,12.76,9.17,11.02,27.58,22.46,42.91,64.15,43.49,13.23,14.57,1.1,0.0,CH4
Luxembourg,2013,22614.67,17365.14,0.18,80.28,1681.5,3418.81,6.0,8.5,7.26,8.2,2.76,14.51,2.4,2.4,1.15,4.1,4.7,4.4,1.4,0.98,0.0,0.0,CH4
Hungary,2013,317181.49,97063.27,16606.75,2344.58,52085.95,148094.58,23.24,167.09,219.21,17.58,62.82,45.97,99.54,65.51,51.47,104.04,45.96,51.35,13.27,19.28,0.0,0.0,CH4
Malta,2013,5916.37,1680.84,0.32,3.65,65.0,4132.54,2.41,4.69,15.09,3.12,0.34,0.02,0.85,1.07,0.51,0.78,0.15,2.84,0.36,1.8,0.0,0.0,CH4
Netherlands,2013,703673.05,507225.72,28695.16,15286.48,2998.63,140455.3,147.37,877.98,844.12,487.3,80.5,143.3,137.07,155.61,215.1,4425.4,303.05,742.56,249.6,202.81,0.0,0.0,CH4
Austria,2013,254803.12,179601.66,5383.91,3489.1,6440.03,59408.48,21.28,54.89,211.71,83.54,3.96,1.99,3.16,9.44,13.16,43.16,3.49,17.78,2.76,9.63,0.0,0.0,CH4
Poland,2013,1490343.22,551290.51,748296.56,6554.67,440.63,175599.19,30.14,1149.69,4310.55,113.86,168.77,159.41,109.22,438.67,199.72,435.98,443.27,355.38,97.45,149.55,0.0,0.0,CH4
Portugal,2013,357569.3,167401.7,778.2,4100.4,2081.6,181304.3,39.9,68.3,439.7,3.1,5.6,11.4,1.7,5.9,10.6,1274.7,6.5,26.6,4.0,5.1,0.0,0.0,CH4
Romania,2013,974116.76,363499.14,230711.94,82136.99,56306.5,218012.39,238.45,204.38,22530.17,25.44,41.3,36.42,67.13,69.18,51.2,63.48,33.5,40.94,12.48,35.75,0.0,0.0,CH4
Slovenia,2013,74149.68,43831.71,10680.24,173.88,1601.33,17743.57,13.36,9.86,36.3,9.66,1.94,2.38,5.17,9.85,3.48,0.89,8.3,9.53,4.41,3.84,0.0,0.0,CH4
Slovakia,2013,149117.58,40409.56,16906.13,16081.43,9690.13,58362.05,26.66,7.28,4647.34,229.83,0.51,0.15,372.15,721.83,249.02,535.86,166.04,280.43,202.93,228.25,0.0,0.0,CH4
Finland,2013,188326.79,97658.49,18.99,968.79,991.03,86848.07,76.01,12.18,1576.0,2.37,2.5,11.33,10.31,2.64,74.26,36.09,6.26,13.29,9.04,9.13,0.0,0.0,CH4
Sweden,2013,188151.07,131793.1,52.56,1801.51,3632.86,50344.48,69.73,51.75,196.42,3.78,6.87,3.42,15.52,22.52,14.33,41.85,12.5,73.04,8.43,6.41,0.0,0.0,CH4
Iceland,2013,23763.82,14285.51,0.6,143.12,142.43,9067.58,74.72,1.97,32.15,0.2,0.19,13.16,0.22,0.25,0.59,0.65,0.04,0.11,0.14,0.1,0.0,0.09,CH4
Norway,2013,176046.24,99974.93,17826.42,10279.36,1041.27,41955.95,77.29,63.08,4754.17,2.43,0.69,0.04,7.34,7.52,6.03,33.49,4.12,6.43,1.37,4.17,0.13,0.0,CH4
Switzerland,2013,184428.36,157060.63,2.08,606.85,2387.42,22889.32,59.96,193.58,110.58,96.8,23.63,45.08,19.66,79.26,51.32,251.39,9.37,107.97,391.47,41.98,0.0,0.0,CH4
Serbia,2013,296025.05,92644.14,91364.43,4501.32,6338.29,100606.89,15.29,140.18,41.6,21.69,22.45,34.91,2.62,40.65,34.57,65.25,56.91,67.79,11.36,14.69,0.0,0.0,CH4
Türkiye,2013,2225049.78,1303953.96,266288.01,25967.13,43519.79,544521.14,2815.1,644.47,36683.52,167.0,14.97,24.13,22.17,52.29,34.44,148.01,75.13,59.29,8.0,48.02,1.9,1.3,CH4
European Union - 27 countries (from 2020),2014,14622043.17,8439178.31,1454474.04,354577.63,577921.66,3604921.33,5149.36,9333.57,137625.64,5789.28,1339.15,849.19,1305.18,2648.45,2643.23,11599.31,4405.64,5371.36,1119.75,1741.31,49.77,0.0,CH4
Belgium,2014,293675.07,213795.87,1741.19,3983.96,21625.93,51147.96,171.74,145.34,492.54,46.43,21.79,11.51,1.25,47.76,28.9,68.2,49.11,55.41,63.37,136.91,39.9,0.0,CH4
Bulgaria,2014,242531.0,70198.78,46103.78,14318.97,325.47,110685.23,28.97,65.77,660.19,16.49,5.88,5.8,7.83,11.88,22.31,12.57,39.04,11.24,4.65,6.15,0.0,0.0,CH4
Czechia,2014,495709.75,132549.18,150041.37,5163.23,24013.24,182810.6,117.63,92.87,728.4,13.49,8.01,4.99,38.84,16.97,34.84,24.11,14.74,23.45,6.3,7.47,0.0,0.0,CH4
Denmark,2014,305491.29,262196.19,6352.39,966.96,8890.56,25814.72,47.17,51.28,1053.64,12.25,6.83,4.18,4.46,9.27,9.41,15.27,20.19,25.23,7.58,3.71,0.0,0.0,CH4
Germany,2014,1972043.61,1344134.1,114392.97,33982.64,117693.62,276419.61,863.69,3473.35,67055.08,3204.39,703.64,274.17,163.94,985.09,1287.53,1465.55,2606.67,2495.93,135.6,705.84,0.19,0.0,CH4
Estonia,2014,43734.42,29563.92,19.76,248.07,934.15,12664.23,33.43,32.43,114.6,9.98,1.06,0.57,10.36,3.26,6.1,72.35,10.0,4.47,2.48,3.2,0.0,0.0,CH4
Ireland,2014,553463.11,519920.33,1152.26,332.16,2576.83,28878.78,7.24,34.71,87.65,26.36,7.28,2.16,2.18,9.57,9.21,241.93,45.56,70.79,50.0,8.12,0.0,0.0,CH4
Greece,2014,406558.12,186573.54,44459.32,1490.42,2784.3,169949.83,24.53,95.53,1135.59,12.26,3.13,0.71,0.03,5.46,4.2,9.95,2.01,2.55,2.46,2.3,0.0,0.0,CH4
Spain,2014,1411861.37,863322.51,11618.34,78053.84,10513.84,441075.75,2847.92,630.97,1071.66,1126.49,119.98,60.08,118.1,127.69,128.95,310.54,136.55,324.08,133.65,137.24,3.17,0.0,CH4
France,2014,2179293.02,1652596.39,3234.05,10470.93,21639.67,459726.13,116.42,482.05,28724.11,247.08,62.75,48.17,26.11,120.66,270.36,393.45,337.66,531.11,159.91,106.01,0.0,0.0,CH4
Croatia,2014,141973.08,61894.42,5313.4,215.59,2067.09,72196.06,14.02,38.15,121.46,5.62,9.21,9.47,19.82,16.4,11.7,4.4,10.12,10.74,2.92,8.3,4.19,0.0,CH4
Italy,2014,1678660.09,760650.86,24500.29,73661.86,212213.67,603480.41,163.11,1389.81,1902.91,71.65,11.85,29.58,20.09,50.32,42.22,158.0,88.91,174.32,22.87,27.35,0.0,0.0,CH4
Cyprus,2014,33648.22,11887.94,0.78,1098.25,113.18,20435.91,4.9,7.69,20.98,64.02,0.66,0.5,0.13,1.03,1.66,6.44,0.45,0.58,0.41,1.45,1.26,0.0,CH4
Latvia,2014,63847.34,38598.02,2.36,794.22,5461.84,17132.31,14.07,240.52,271.79,52.67,2.84,2.87,239.77,12.38,23.12,688.72,103.03,177.42,11.26,18.13,0.0,0.0,CH4
Lithuania,2014,129805.75,76641.81,92.92,412.68,11691.93,40135.41,32.48,132.44,353.99,16.49,12.35,8.79,12.24,62.48,21.29,41.29,66.49,42.21,13.25,14.16,1.04,0.0,CH4
Luxembourg,2014,22982.04,17767.94,0.16,86.87,1607.6,3459.31,5.7,7.1,8.19,9.4,2.25,10.03,2.0,1.69,1.78,2.4,3.4,3.7,1.8,0.71,0.0,0.0,CH4
Hungary,2014,314762.8,100011.6,16072.26,2394.34,51659.21,143692.1,27.2,160.11,220.67,17.87,56.77,40.65,87.4,58.97,50.18,92.63,45.88,45.55,12.56,16.84,0.0,0.0,CH4
Malta,2014,6396.31,1658.46,0.32,3.73,63.53,4635.29,2.3,4.54,15.01,4.23,0.37,0.02,0.91,0.99,0.49,0.85,0.16,3.11,0.34,1.66,0.0,0.0,CH4
Netherlands,2014,690510.94,504892.77,27766.06,15538.34,2820.92,130303.76,144.42,812.1,889.82,478.08,83.58,133.88,133.26,151.2,203.6,4730.69,272.25,715.98,240.45,199.79,0.0,0.0,CH4
Austria,2014,250564.55,180610.39,5020.79,3376.14,6322.89,54808.04,20.28,37.8,214.78,73.27,2.54,1.51,0.64,5.34,6.89,35.21,3.15,11.92,2.61,10.37,0.0,0.0,CH4
Poland,2014,1482375.41,555779.75,750748.8,6616.53,433.47,161072.88,22.41,1024.25,4304.13,99.71,156.46,139.3,97.04,402.01,179.91,379.29,386.18,312.91,88.48,131.9,0.0,0.0,CH4
Portugal,2014,353856.7,167774.3,758.3,4267.1,2024.6,176019.1,37.0,71.4,453.4,4.0,5.2,9.9,1.6,5.8,10.1,2374.3,5.5,26.5,3.9,4.7,0.0,0.0,CH4
Romania,2014,965604.7,370337.78,220492.96,78579.06,55624.58,217371.77,232.71,229.05,22245.26,27.2,43.8,37.54,66.09,71.66,53.82,67.18,33.69,41.42,13.25,35.86,0.0,0.0,CH4
Slovenia,2014,71412.92,44646.07,8601.9,210.0,1429.68,16425.34,11.99,8.8,27.95,5.43,1.84,2.72,2.83,10.32,3.71,4.27,6.74,8.36,2.19,2.78,0.0,0.0,CH4
Slovakia,2014,144315.33,40036.59,15911.14,15568.53,9124.05,57844.58,25.63,5.74,3996.71,138.3,0.62,0.17,223.63,435.66,150.0,321.77,99.87,172.65,121.93,137.74,0.0,0.0,CH4
Finland,2014,184473.43,99487.77,18.48,940.94,995.92,81522.61,69.6,11.82,1272.18,2.41,2.31,6.75,10.55,1.95,67.3,32.3,6.21,12.22,5.66,6.44,0.0,0.0,CH4
Sweden,2014,182492.81,131651.03,57.68,1802.27,3269.88,45213.62,62.78,47.96,182.95,3.69,6.13,3.18,14.06,22.66,13.64,45.64,12.07,67.5,9.87,6.2,0.0,0.0,CH4
Iceland,2014,24551.05,15148.89,0.58,125.03,164.85,8977.4,86.71,1.88,31.14,0.23,0.18,11.86,0.24,0.27,0.63,0.66,0.04,0.11,0.2,0.09,0.0,0.08,CH4
Norway,2014,176039.8,101392.56,17446.95,9846.79,1042.37,41034.86,72.28,49.53,5092.21,2.25,0.62,0.02,5.73,6.1,5.68,28.42,3.28,4.53,1.12,4.37,0.14,0.0,CH4
Switzerland,2014,184820.42,158169.65,1.91,602.34,2304.48,22436.12,49.37,157.48,93.63,77.77,23.52,37.73,19.22,62.65,48.93,223.9,7.79,94.74,373.78,35.42,0.0,0.0,CH4
Serbia,2014,285801.1,94799.62,79968.39,4411.04,5116.48,100729.87,15.58,191.21,49.84,31.29,31.99,43.27,3.43,55.18,46.27,92.67,81.86,96.14,15.93,21.06,0.0,0.0,CH4
Türkiye,2014,2296152.98,1310209.47,309547.53,28058.26,57532.27,537996.04,2624.35,653.54,48878.42,167.92,15.31,24.41,23.17,51.18,35.37,151.04,74.22,52.31,8.0,46.93,1.91,1.36,CH4
European Union - 27 countries (from 2020),2015,14656095.21,8536592.98,1483698.16,352192.7,557712.04,3544958.44,5766.88,8736.57,128983.05,5233.71,1304.86,795.05,1403.14,2876.75,2614.37,11118.28,4171.47,5072.57,1057.59,1737.89,68.5,0.2,CH4
Belgium,2015,292748.23,216912.24,1802.33,3942.85,22027.09,46323.05,167.71,150.82,548.34,52.8,26.62,12.65,1.24,226.59,31.35,63.39,56.11,72.04,83.17,189.56,58.28,0.0,CH4
Bulgaria,2015,246799.47,72174.69,51053.3,12323.75,327.93,109926.01,32.4,85.14,721.31,23.23,4.93,1.46,12.72,7.43,31.07,27.83,20.51,17.16,3.06,5.32,0.0,0.2,CH4
Czechia,2015,497220.42,137501.57,145084.27,4271.63,23608.53,185636.86,110.48,90.15,722.73,13.8,34.1,4.25,20.99,16.82,32.51,20.07,14.42,24.54,5.82,6.88,0.0,0.0,CH4
Denmark,2015,302418.02,260488.07,6145.61,1026.62,8794.98,24720.13,44.88,46.91,1040.51,11.59,6.34,3.79,4.17,8.85,8.62,13.6,19.21,23.53,7.11,3.5,0.0,0.0,CH4
Germany,2015,1953146.35,1346025.57,125561.91,34420.29,116086.55,254333.29,806.07,3275.93,59413.55,2844.41,647.74,257.69,147.77,911.37,1176.07,1440.36,2470.51,2506.97,135.08,685.12,0.09,0.0,CH4
Estonia,2015,40142.55,27052.63,19.53,244.84,844.1,11674.71,29.0,37.73,115.49,13.78,0.66,0.45,3.84,2.77,5.7,81.12,5.11,8.65,1.74,0.7,0.0,0.0,CH4
Ireland,2015,573611.88,537686.56,1118.89,330.87,2621.64,31388.82,6.85,35.58,76.88,24.74,9.15,2.08,2.75,11.68,7.48,145.57,43.86,48.33,42.85,7.33,0.0,0.0,CH4
